"Datum (UTC)";"Import Saldo";"Kernenergie";"Nicht Erneuerbar";"Erneuerbar";"Day Ahead Auktion (ES)"
2016-11-06 03:00:00;1252.82;6040;7051;9180;30.1
2016-11-06 04:00:00;1008.37;6040;7310;9238;29.82
2016-11-06 05:00:00;1251.65;6041;6844.5;9275.5;30.89
2016-11-06 06:00:00;1380.34;6043;6769;9371;34.8
2016-11-06 07:00:00;1542.63;6043;7168.5;9226.5;33.81
2016-11-06 08:00:00;1394.34;6042;7897.5;10578.5;37.92
2016-11-06 09:00:00;942.5;6042;7446;11985;42.75
2016-11-06 10:00:00;729.25;6041;7193;12919;41.68
2016-11-06 11:00:00;-243.38;6041;7332.5;13754.5;42.55
2016-11-06 12:00:00;570.96;6041;7540.5;13500.5;41.86
2016-11-06 13:00:00;1103.81;6041;7705.5;12743.5;37.33
2016-11-06 14:00:00;462.15;6041;7479;12156;37
2016-11-06 15:00:00;-50.61;5975;8070;10739;39.5
2016-11-06 16:00:00;206.04;5840;8917;9417;49.19
2016-11-06 17:00:00;656.53;5704;10289.5;9221.5;64.3
2016-11-06 18:00:00;1217.83;5571;10899;9780;68.18
2016-11-06 19:00:00;3909.61;5439;10133.5;8930.5;65.69
2016-11-06 20:00:00;4337.5;5292;10424;8003;65.33
2016-11-06 21:00:00;3989.74;5171;9845;7702;61
2016-11-06 22:00:00;3155.98;5087;9448;7257;56.1
2016-11-06 23:00:00;1873.78;5042;9662;6693;49
2016-11-07 00:00:00;1832.11;5041;9108.5;6312.5;43.95
2016-11-07 01:00:00;1897.39;5044;8993;6109;42.55
2016-11-07 02:00:00;2338.85;5044;9088;5849;42.29
2016-11-07 03:00:00;2346.26;5043;9190;5732;42.24
2016-11-07 04:00:00;1545;5044;9969.5;5868.5;43.44
2016-11-07 05:00:00;-129.59;5043;12370.5;7202.5;60.69
2016-11-07 06:00:00;1093.67;5042;14062.5;7852.5;64.02
2016-11-07 07:00:00;1360.17;5042;15375.5;8529.5;66.81
2016-11-07 08:00:00;392.11;5043;16414.5;9732.5;65
2016-11-07 09:00:00;0.67;5041;16094;10531;64.69
2016-11-07 10:00:00;-305.7;5040;15984.5;11021.5;62.3
2016-11-07 11:00:00;-420.97;5039;15643.5;11970.5;61.6
2016-11-07 12:00:00;-564.32;5039;15407;12380;60.69
2016-11-07 13:00:00;-760.62;5039;14587.5;12549.5;58.76
2016-11-07 14:00:00;-733.97;5039;14275.5;12430.5;58.1
2016-11-07 15:00:00;-625.39;5041;14326.5;11945.5;58.1
2016-11-07 16:00:00;-322.88;5040;14964.5;10924.5;59.69
2016-11-07 17:00:00;643.68;5042;15857;11444;63.05
2016-11-07 18:00:00;889.75;5041;15798.5;12240.5;66.45
2016-11-07 19:00:00;979.3;5041;15774;12278;66.6
2016-11-07 20:00:00;661.36;5042;15491.5;11955.5;65
2016-11-07 21:00:00;-249.99;5043;14472;10991;59.98
2016-11-07 22:00:00;-1239.51;5044;13556.5;9961.5;58.1
2016-11-07 23:00:00;-687.24;5043;11690.5;9522.5;51.84
2016-11-08 00:00:00;-1318.78;5042;10947.5;9502.5;48.02
2016-11-08 01:00:00;-1576.84;5042;10532.5;9470.5;45.44
2016-11-08 02:00:00;-1318.48;5042;10113;9531;43.5
2016-11-08 03:00:00;-1356.43;5043;10129;9799;43.23
2016-11-08 04:00:00;-2080.99;5043;10926;9719;45.95
2016-11-08 05:00:00;-1859.15;5044;12390;9886;57.35
2016-11-08 06:00:00;-731.36;5041;14053;10991;60.02
2016-11-08 07:00:00;-295.2;5043;14929;11912;63.1
2016-11-08 08:00:00;-943.44;5043;15229.5;13396.5;62.49
2016-11-08 09:00:00;-1691.44;5041;15281.5;14378.5;61.75
2016-11-08 10:00:00;-2472.27;5040;15136.5;15346.5;59.69
2016-11-08 11:00:00;-2991.72;5039;15098;15874;58.24
2016-11-08 12:00:00;-2830.24;5037;14535;16016;58.23
2016-11-08 13:00:00;-2745.93;5036;13407.5;16175.5;54.4
2016-11-08 14:00:00;-2563.93;5036;12736.5;16462.5;50.15
2016-11-08 15:00:00;-2121.75;5038;12468;16150;50.55
2016-11-08 16:00:00;-1760.3;5038;13945;14670;57.5
2016-11-08 17:00:00;-704.2;5039;14861.5;14831.5;61.19
2016-11-08 18:00:00;-374.6;5039;14955.5;15402.5;62.49
2016-11-08 19:00:00;-344.52;5039;15160;15482;63.41
2016-11-08 20:00:00;-717;5042;14648.5;15206.5;60
2016-11-08 21:00:00;-1377.5;5044;13440;14386;54.71
2016-11-08 22:00:00;-2548.3;5044;11812;14693;46
2016-11-08 23:00:00;-2463.57;5044;10098;15289;41.91
2016-11-09 00:00:00;-3023.51;5044;9893;15377;41.1
2016-11-09 01:00:00;-2869.36;5044;9436;14927;38.9
2016-11-09 02:00:00;-2451.5;5044;9255.5;14302.5;35.54
2016-11-09 03:00:00;-1702.2;5045;9018.5;13813.5;35
2016-11-09 04:00:00;-2223.04;5046;9625.5;13467.5;40.99
2016-11-09 05:00:00;-1380.92;5045;10399;12975;42.11
2016-11-09 06:00:00;-52.5;5044;11952.5;12752.5;47.4
2016-11-09 07:00:00;109.24;5042;13651.5;12586.5;55.24
2016-11-09 08:00:00;-728.09;5042;14855;13219;57.16
2016-11-09 09:00:00;-1600.86;5038;14979;14432;57.16
2016-11-09 10:00:00;-1643.57;5030;15045.5;14614.5;55.24
2016-11-09 11:00:00;-1703.41;5030;15115;14518;56.62
2016-11-09 12:00:00;-1588.88;5029;15038.5;14375.5;57
2016-11-09 13:00:00;-1638.55;5028;14722.5;13776.5;53.71
2016-11-09 14:00:00;-1474.77;5028;14640.5;13150.5;54
2016-11-09 15:00:00;-1511.86;5028;14780.5;12835.5;55.67
2016-11-09 16:00:00;-1675.1;5023;15443;12850;57.7
2016-11-09 17:00:00;-810.76;5019;16054.5;13523.5;61
2016-11-09 18:00:00;-637.95;5027;16225;14004;63.97
2016-11-09 19:00:00;-408.65;5035;16102;14050;65.49
2016-11-09 20:00:00;897.11;5039;15598.5;12062.5;63.09
2016-11-09 21:00:00;47.93;5040;14995.5;10885.5;59.69
2016-11-09 22:00:00;-1386.85;5041;14687;9713;58.93
2016-11-09 23:00:00;-329.36;5041;13139;8527;56.59
2016-11-10 00:00:00;-531.19;5043;12347;8018;51.1
2016-11-10 01:00:00;-541.13;5044;12347.5;7649.5;47.94
2016-11-10 02:00:00;-433.51;5045;12033.5;7619.5;44.36
2016-11-10 03:00:00;-333.95;5045;11811;7673;44.66
2016-11-10 04:00:00;-851.24;5046;12478;7759;49.67
2016-11-10 05:00:00;-667.12;5046;13574.5;8327.5;59.69
2016-11-10 06:00:00;494.12;5044;15111;9556;65.88
2016-11-10 07:00:00;513.3;5044;16340.5;10329.5;67.49
2016-11-10 08:00:00;-98.2;5044;17073.5;11135.5;66.23
2016-11-10 09:00:00;-746.46;5042;17279;11873;65.48
2016-11-10 10:00:00;-1292.51;5038;17191.5;12324.5;63.69
2016-11-10 11:00:00;-1474.29;5038;16989;12581;63.58
2016-11-10 12:00:00;-1356.97;5036;16739.5;12289.5;63.05
2016-11-10 13:00:00;-1977.26;5033;16731;11958;59.69
2016-11-10 14:00:00;-2119.09;5030;16685;11571;59.58
2016-11-10 15:00:00;-1801.6;5020;17134;10630;59.69
2016-11-10 16:00:00;-1210.29;5025;17928.5;9746.5;63.05
2016-11-10 17:00:00;-351.52;5026;18614;10692;68
2016-11-10 18:00:00;-89.22;5029;18686;11265;68.97
2016-11-10 19:00:00;159.2;5040;18725;11194;69.51
2016-11-10 20:00:00;727.08;5041;17960.5;10197.5;67.92
2016-11-10 21:00:00;1430.42;5042;16508.5;8334.5;61.06
2016-11-10 22:00:00;520.13;5043;15879.5;7027.5;58.72
2016-11-10 23:00:00;1647.53;5044;13433.5;6489.5;59.58
2016-11-11 00:00:00;1618.62;5044;12870;5775;54.41
2016-11-11 01:00:00;1682.9;5044;12177;5863;48.69
2016-11-11 02:00:00;1359.96;5045;11655;6099;47.94
2016-11-11 03:00:00;1051.3;5045;11646;6429;47.34
2016-11-11 04:00:00;1086.12;5046;12181;6475;48.44
2016-11-11 05:00:00;2216.81;5047;12619.5;6670.5;55.24
2016-11-11 06:00:00;2620.08;5048;14269;8026;61.07
2016-11-11 07:00:00;757.18;5047;16295.5;9924.5;68.05
2016-11-11 08:00:00;-577.78;5044;17664.5;11314.5;67.69
2016-11-11 09:00:00;-1228.12;5039;17616;12295;67.64
2016-11-11 10:00:00;-1583.92;5037;17542;12423;66.8
2016-11-11 11:00:00;-367.61;5036;17212.5;11295.5;63.7
2016-11-11 12:00:00;593.1;5034;16015.5;11137.5;60.91
2016-11-11 13:00:00;-413.84;5034;16042;10931;63.27
2016-11-11 14:00:00;-825.62;5032;16385;10290;63.01
2016-11-11 15:00:00;-1491.67;5032;17188.5;9828.5;64.26
2016-11-11 16:00:00;-1639.27;5031;18218.5;9378.5;66.57
2016-11-11 17:00:00;-1116.5;5028;18792.5;10468.5;68.56
2016-11-11 18:00:00;-1200.24;5032;19054.5;10956.5;69.51
2016-11-11 19:00:00;-862.73;5036;19227;10291;68.96
2016-11-11 20:00:00;104.71;5037;18656.5;8913.5;65.69
2016-11-11 21:00:00;102.68;5039;17306.5;8006.5;63.45
2016-11-11 22:00:00;485.31;5040;16015.5;6633.5;58.72
2016-11-11 23:00:00;1347.37;5042;13981.5;6311.5;61.69
2016-11-12 00:00:00;1577.99;5042;12664.5;5835.5;59.09
2016-11-12 01:00:00;1485.59;5043;12013.5;5536.5;57.57
2016-11-12 02:00:00;1334.6;5043;11756;5246;51.6
2016-11-12 03:00:00;1279.05;5044;11646;5200;49
2016-11-12 04:00:00;1300.22;5047;11422;5336;48.56
2016-11-12 05:00:00;1356.08;5050;11368.5;5620.5;49.03
2016-11-12 06:00:00;1800.58;5051;11715;5786;50.77
2016-11-12 07:00:00;1914.86;5050;12608.5;5982.5;56.37
2016-11-12 08:00:00;1366.14;5052;14396;7121;58.64
2016-11-12 09:00:00;2016.31;5052;14775;7441;58.64
2016-11-12 10:00:00;1115.29;5048;15188;7956;59.43
2016-11-12 11:00:00;106.06;5045;15777;8084;63.05
2016-11-12 12:00:00;822.57;5042;15628.5;7498.5;59.9
2016-11-12 13:00:00;461.22;5042;15930.5;7064.5;60.81
2016-11-12 14:00:00;1217.51;5044;15622;5529;58.75
2016-11-12 15:00:00;-8.24;5045;16143.5;5579.5;60.17
2016-11-12 16:00:00;-1186.8;5045;16861.5;6306.5;66.09
2016-11-12 17:00:00;-1311.29;5045;18358.5;6827.5;67.79
2016-11-12 18:00:00;-1389.81;5044;18864.5;7167.5;68.94
2016-11-12 19:00:00;217.17;5048;18076.5;6499.5;67.01
2016-11-12 20:00:00;1086.12;5051;17680;5827;65.48
2016-11-12 21:00:00;1156.93;5050;16977.5;5250.5;63.05
2016-11-12 22:00:00;2653.02;5050;14390.5;4561.5;57.17
2016-11-12 23:00:00;2798.59;5050;12050;4792;59.58
2016-11-13 00:00:00;2291.43;5037;11390;4498;55.59
2016-11-13 01:00:00;2134.58;5004;10978;4373;49.1
2016-11-13 02:00:00;1930.52;4983;10520;4717;46.51
2016-11-13 03:00:00;2502.03;4991;9689;5139;45.01
2016-11-13 04:00:00;2605.79;5000;9697.5;5680.5;44.8
2016-11-13 05:00:00;2657.33;5008;10033.5;5842.5;44.51
2016-11-13 06:00:00;2367.35;5019;10376;6243;44.8
2016-11-13 07:00:00;2363.53;5027;10261.5;6662.5;44.44
2016-11-13 08:00:00;2137.02;5037;10432;7611;45.75
2016-11-13 09:00:00;1081.47;5045;10969.5;8822.5;53.68
2016-11-13 10:00:00;-202.29;5045;11025;10282;56.1
2016-11-13 11:00:00;-1225.98;5041;10946.5;11397.5;55.72
2016-11-13 12:00:00;-1148.96;5038;10957;11712;52.9
2016-11-13 13:00:00;-413.12;5034;10398;11624;47.64
2016-11-13 14:00:00;-398.84;5027;9673;11601;45.65
2016-11-13 15:00:00;-1000.32;5028;9935.5;11444.5;45.51
2016-11-13 16:00:00;-2412.77;5029;10993.5;10905.5;57.57
2016-11-13 17:00:00;-1800.58;5031;11896;12174;64.17
2016-11-13 18:00:00;-1599.42;5032;12222.5;13052.5;66.57
2016-11-13 19:00:00;-856.04;5038;12154;12967;65.5
2016-11-13 20:00:00;879.59;5042;11481.5;12182.5;59.5
2016-11-13 21:00:00;-158.54;5041;11391.5;12043.5;58.23
2016-11-13 22:00:00;-722.8;5039;10734.5;11232.5;54.65
2016-11-13 23:00:00;-1320.35;5038;9607;11284;49.21
2016-11-14 00:00:00;-1877.57;5038;9340.5;11226.5;47.32
2016-11-14 01:00:00;-687.7;5040;8676.5;10975.5;43.51
2016-11-14 02:00:00;1144.39;5043;7509;10842;38.86
2016-11-14 03:00:00;839.49;5042;7669.5;11062.5;36.45
2016-11-14 04:00:00;-1002.17;5039;8939.5;11295.5;43.92
2016-11-14 05:00:00;-1327.61;5036;10455.5;11738.5;47.94
2016-11-14 06:00:00;-404.5;5034;12674;12031;57.17
2016-11-14 07:00:00;-201.51;5036;14137;12724;60.69
2016-11-14 08:00:00;0;5038;14936;13382;60
2016-11-14 09:00:00;-1053.54;5036;14398.5;14551.5;59.56
2016-11-14 10:00:00;0;5034;13630;15767;58.23
2016-11-14 11:00:00;-1568.81;5029;13651.5;15884.5;57.57
2016-11-14 12:00:00;0;5028;14041.5;15540.5;58.23
2016-11-14 13:00:00;-1720.79;5028;13760;15071;57.57
2016-11-14 14:00:00;-1774.78;5028;13796;14853;57.16
2016-11-14 15:00:00;-1705.99;5034;13948.5;14315.5;57.23
2016-11-14 16:00:00;-1573.25;5035;15261;13155;59.69
2016-11-14 17:00:00;-787.14;5033;16340.5;13640.5;65.2
2016-11-14 18:00:00;-537.89;5034;16496;13896;66.57
2016-11-14 19:00:00;-370.3;5037;16368;14037;65.94
2016-11-14 20:00:00;-188.12;5043;15880.5;13288.5;64.15
2016-11-14 21:00:00;-472.39;5045;14264.5;12494.5;58.36
2016-11-14 22:00:00;-1194.04;5046;12640;11954;53.29
2016-11-14 23:00:00;-1270.15;5048;11477.5;11524.5;49.44
2016-11-15 00:00:00;-1937.72;5050;10725;11378;48.56
2016-11-15 01:00:00;-2202.56;5050;11009;10834;47
2016-11-15 02:00:00;-1187.04;5052;10689.5;10377.5;43.8
2016-11-15 03:00:00;-839.74;5053;10333;10316;43.71
2016-11-15 04:00:00;-1481.41;5049;11530.5;10191.5;48.19
2016-11-15 05:00:00;-893.14;5053;12857;9973;57.57
2016-11-15 06:00:00;159.68;5054;14875.5;10488.5;62.98
2016-11-15 07:00:00;435.88;5051;16371;10975;65.48
2016-11-15 08:00:00;-454.08;5052;17797;11488;63.69
2016-11-15 09:00:00;-994;5051;17904;12084;63.65
2016-11-15 10:00:00;-1670.3;5049;18015;12430;61.7
2016-11-15 11:00:00;-1825.21;5049;18270.5;12208.5;63
2016-11-15 12:00:00;-1913.34;5046;18297;12033;63.4
2016-11-15 13:00:00;-2154.67;5044;17789.5;11603.5;61.2
2016-11-15 14:00:00;-2326.85;5045;17636.5;11397.5;60.69
2016-11-15 15:00:00;-2210.03;5043;17706;10921;60.69
2016-11-15 16:00:00;-1542.9;5045;18464;10160;64.44
2016-11-15 17:00:00;1661.56;5045;19565.5;10887.5;68
2016-11-15 18:00:00;-717.55;5049;19774;11450;68.56
2016-11-15 19:00:00;-386.54;5052;19817.5;11360.5;68.69
2016-11-15 20:00:00;55.66;5053;19309.5;10298.5;68.33
2016-11-15 21:00:00;345.1;5053;18414;7946;65.69
2016-11-15 22:00:00;277.74;5054;16438;6806;59.43
2016-11-15 23:00:00;2073.22;5055;14039;5613;57.57
2016-11-16 00:00:00;2315.46;5056;12722.5;5040.5;54.8
2016-11-16 01:00:00;2232.62;5056;12453;4501;49.23
2016-11-16 02:00:00;2001.38;5057;12478.5;4369.5;49.12
2016-11-16 03:00:00;1844.23;5056;12701;4181;49.39
2016-11-16 04:00:00;2183.07;5056;13174;4134;53.77
2016-11-16 05:00:00;664.93;5054;15335.5;5421.5;66.6
2016-11-16 06:00:00;-340.56;5054;18062.5;7866.5;71.8
2016-11-16 07:00:00;-893.27;5054;20145;8560;70.15
2016-11-16 08:00:00;-1806.92;5054;21378.5;9068.5;69
2016-11-16 09:00:00;-2253.46;5047;21604;9509;68.56
2016-11-16 10:00:00;-2005.32;5045;21173;9216;67.86
2016-11-16 11:00:00;-1106.05;5040;21059;8426;66.5
2016-11-16 12:00:00;-1480.78;5036;21041.5;8499.5;67.49
2016-11-16 13:00:00;-2578.55;5028;21249.5;8389.5;67.78
2016-11-16 14:00:00;-2856.35;5029;21207.5;8162.5;67.5
2016-11-16 15:00:00;-2649.03;5029;21294.5;7496.5;67.49
2016-11-16 16:00:00;-2568.76;5020;22167.5;7154.5;67.94
2016-11-16 17:00:00;-2334.77;5017;23401.5;8523.5;69.9
2016-11-16 18:00:00;-2251.74;5031;23311;9311;70.5
2016-11-16 19:00:00;-1637.9;5044;23199.5;8981.5;70.5
2016-11-16 20:00:00;992.47;5048;22144;6281;68
2016-11-16 21:00:00;1968.64;5052;20211;4546;60.56
2016-11-16 22:00:00;1799.41;5054;17709;4179;57
2016-11-16 23:00:00;2023.21;5054;15183;4440;65
2016-11-17 00:00:00;1832.06;5055;14173;3925;58.8
2016-11-17 01:00:00;1864.42;5056;13741;3474;56.17
2016-11-17 02:00:00;1933.47;5057;13370;3377;54
2016-11-17 03:00:00;2013.19;5057;13203.5;3339.5;51.4
2016-11-17 04:00:00;2142.48;5058;13639.5;3241.5;56
2016-11-17 05:00:00;2472.98;5058;15038;3897;60.9
2016-11-17 06:00:00;894.34;5056;17192;7451;69
2016-11-17 07:00:00;592.1;5056;18870;8240;69.53
2016-11-17 08:00:00;28.15;5055;20014;8513;68.19
2016-11-17 09:00:00;-445.67;5053;19869.5;9378.5;67.49
2016-11-17 10:00:00;31.39;5050;19015.5;9373.5;66.32
2016-11-17 11:00:00;588.56;5042;19236;8444;63.32
2016-11-17 12:00:00;797.3;5033;19572.5;7772.5;63.6
2016-11-17 13:00:00;-12;5025;19456.5;7484.5;63.01
2016-11-17 14:00:00;-315.48;5021;19436;7390;61.6
2016-11-17 15:00:00;-296.24;5020;19742.5;6814.5;60.07
2016-11-17 16:00:00;-1569.55;5030;20794;7937;67.49
2016-11-17 17:00:00;-866.09;5030;21924.5;8680.5;68.72
2016-11-17 18:00:00;-442.44;5036;22208.5;8712.5;69.5
2016-11-17 19:00:00;1295.46;5042;21124;8074;67.19
2016-11-17 20:00:00;2977.6;5045;19367.5;7159.5;59.56
2016-11-17 21:00:00;3305.47;5047;16773;6689;56.44
2016-11-17 22:00:00;2594.4;5049;14891.5;6268.5;50.14
2016-11-17 23:00:00;2059.88;5053;13290;6526;53.7
2016-11-18 00:00:00;1485.61;5054;12353.5;6646.5;48.69
2016-11-18 01:00:00;1466.76;5054;11846.5;6814.5;44.09
2016-11-18 02:00:00;1587.83;5054;11608.5;6695.5;43.66
2016-11-18 03:00:00;1404.03;5053;11643;6715;43.11
2016-11-18 04:00:00;1517.27;5054;11977;6697;43.36
2016-11-18 05:00:00;1387.82;5054;13478;7052;49.67
2016-11-18 06:00:00;1463.94;5049;15789;8254;63.65
2016-11-18 07:00:00;411.63;5047;17754;9454;67.82
2016-11-18 08:00:00;-546.53;5047;18893.5;10214.5;67.3
2016-11-18 09:00:00;-924.14;5046;19122.5;10713.5;67
2016-11-18 10:00:00;-427.54;5050;18742.5;10553.5;66.57
2016-11-18 11:00:00;123.52;5048;18292.5;10169.5;63.32
2016-11-18 12:00:00;58.48;5037;18095;10075;63.05
2016-11-18 13:00:00;-478.25;5029;17948;9713;61.82
2016-11-18 14:00:00;-613.66;5030;18312.5;8897.5;59.32
2016-11-18 15:00:00;-854.94;5030;18919;8099;59.28
2016-11-18 16:00:00;-1099.55;5038;19708;8511;66.3
2016-11-18 17:00:00;-573.46;5042;20391;9253;67.9
2016-11-18 18:00:00;-312.25;5045;20004.5;9667.5;67.89
2016-11-18 19:00:00;1721.3;5045;18823;8440;64.33
2016-11-18 20:00:00;2659.82;5047;17546;7746;59
2016-11-18 21:00:00;2020.54;5048;16413.5;7240.5;57.57
2016-11-18 22:00:00;2307.92;5048;14148;6714;50.77
2016-11-18 23:00:00;2515.26;5047;12429.5;6576.5;59.5
2016-11-19 00:00:00;2006.02;5048;11540;6284;56.1
2016-11-19 01:00:00;1619.92;5050;10665;6164;49.44
2016-11-19 02:00:00;1477.21;5051;10512.5;6029.5;48.54
2016-11-19 03:00:00;1557.46;5051;10543;5802;48.39
2016-11-19 04:00:00;1367.69;5053;10957;5553;48.19
2016-11-19 05:00:00;1570.4;5055;11367;5507;48.4
2016-11-19 06:00:00;2217.36;5055;11535;5758;52.2
2016-11-19 07:00:00;2815.4;5055;11711;6057;56.08
2016-11-19 08:00:00;3006.93;5055;12377;7599;60
2016-11-19 09:00:00;2978.71;5052;12134;9344;63
2016-11-19 10:00:00;2697.86;5049;11781;10141;59.29
2016-11-19 11:00:00;2630.41;5044;11350.5;10143.5;57.16
2016-11-19 12:00:00;2578.22;5044;10851.5;10818.5;55.44
2016-11-19 13:00:00;2162.38;5045;10029;11616;50
2016-11-19 14:00:00;541.06;5046;9929.5;12271.5;46.94
2016-11-19 15:00:00;-363.51;5046;10248.5;12543.5;46.98
2016-11-19 16:00:00;184.18;5047;11007;11650;56.08
2016-11-19 17:00:00;1388.63;5049;11421.5;11933.5;59
2016-11-19 18:00:00;2040.28;5050;11581;11845;58.78
2016-11-19 19:00:00;2934.69;5051;11502;11173;56
2016-11-19 20:00:00;2978.56;5052;11193;11010;49.62
2016-11-19 21:00:00;1739.03;5052;10590;11323;48.4
2016-11-19 22:00:00;964.15;5051;10019.5;10786.5;45.34
2016-11-19 23:00:00;569.6;5051;9002;10756;44.7
2016-11-20 00:00:00;1468.16;5053;7366;11093;42.11
2016-11-20 01:00:00;1498.59;5053;6578.5;11174.5;34.96
2016-11-20 02:00:00;1542.31;5054;6430;11343;29.99
2016-11-20 03:00:00;2141.96;5055;6278.5;10977.5;25
2016-11-20 04:00:00;2174.83;5056;6515;10883;25.99
2016-11-20 05:00:00;2578.46;5057;6493;10840;29.9
2016-11-20 06:00:00;2699.95;5057;6683.5;10849.5;32
2016-11-20 07:00:00;2786.85;5057;6605;10803;33.78
2016-11-20 08:00:00;3417.98;5056;7229;11629;41.11
2016-11-20 09:00:00;3700.12;5055;7272;12716;43.11
2016-11-20 10:00:00;2777.94;5054;7732.5;13166.5;44.11
2016-11-20 11:00:00;1822.57;5050;7570.5;14010.5;44.9
2016-11-20 12:00:00;2580.29;5049;7319.5;14707.5;44.09
2016-11-20 13:00:00;3122.24;5047;7072;14982;42.11
2016-11-20 14:00:00;2125.92;5046;6770.5;15022.5;36.4
2016-11-20 15:00:00;1533.12;5044;7138;14673;34.99
2016-11-20 16:00:00;-72.1;5044;7681;14741;44.09
2016-11-20 17:00:00;206.71;5043;7649.5;15556.5;50
2016-11-20 18:00:00;1056.42;5042;7733.5;15503.5;55
2016-11-20 19:00:00;2160.2;5040;7343.5;15609.5;51.67
2016-11-20 20:00:00;1149.74;5039;7019;16886;51
2016-11-20 21:00:00;64.29;5038;6974.5;16817.5;49.84
2016-11-20 22:00:00;-372.33;5035;7160;15572;44.9
2016-11-20 23:00:00;595.74;5034;6160.5;15257.5;18.47
2016-11-21 00:00:00;-466.06;5024;5748;15774;12.99
2016-11-21 01:00:00;-1377.46;5022;5646;16032;13.68
2016-11-21 02:00:00;-1323.77;4735;5672;16139;14.58
2016-11-21 03:00:00;-1162.45;4952;5874.5;15361.5;10.88
2016-11-21 04:00:00;-1469.82;5012;6206.5;15223.5;20
2016-11-21 05:00:00;-1657.15;5018;7526;15829;35
2016-11-21 06:00:00;-183.72;5018;8934;16301;46.4
2016-11-21 07:00:00;457.51;5022;10327.5;16262.5;49.4
2016-11-21 08:00:00;872.67;5024;11494.5;16013.5;48.04
2016-11-21 09:00:00;1287.24;5023;12280;15434;48.7
2016-11-21 10:00:00;2059.04;5022;12602;14592;48.7
2016-11-21 11:00:00;2580.04;5019;12388.5;14328.5;48.29
2016-11-21 12:00:00;3173.67;5021;12641;13138;48.5
2016-11-21 13:00:00;3167.25;5020;12815.5;11708.5;48.7
2016-11-21 14:00:00;3311.86;5018;13124.5;10917.5;48.1
2016-11-21 15:00:00;3160.49;5021;13506.5;10504.5;50
2016-11-21 16:00:00;3188.11;5021;14240;10416;57.57
2016-11-21 17:00:00;3654.88;5027;15024;11083;66
2016-11-21 18:00:00;3453.22;5030;15782;10829;67
2016-11-21 19:00:00;3615;5027;15916;10499;67.49
2016-11-21 20:00:00;3668.24;5029;15176.5;10159.5;67.49
2016-11-21 21:00:00;3429.14;5031;14754.5;8155.5;64.1
2016-11-21 22:00:00;2616.56;5032;14149.5;6485.5;59.7
2016-11-21 23:00:00;2648.14;5032;13276;5509;58.94
2016-11-22 00:00:00;2411.12;5032;12670;4823;57.13
2016-11-22 01:00:00;2357.66;5033;12407;4138;55.5
2016-11-22 02:00:00;2394.71;5032;12500;3928;55.59
2016-11-22 03:00:00;2399.14;5029;12908;3642;55.59
2016-11-22 04:00:00;2676.47;5031;13275;3700;57.13
2016-11-22 05:00:00;3641.29;5033;14002.5;4161.5;60.44
2016-11-22 06:00:00;4396.53;5034;15618;5594;65.48
2016-11-22 07:00:00;3301.01;5035;18134;6372;68.23
2016-11-22 08:00:00;2304.21;5038;19713.5;6810.5;67.3
2016-11-22 09:00:00;2312.11;5036;20188.5;7038.5;66.6
2016-11-22 10:00:00;3019.87;5035;20142.5;6382.5;66.9
2016-11-22 11:00:00;3756.94;5033;19922.5;5979.5;65.48
2016-11-22 12:00:00;0;5034;19997.5;6399.5;66.32
2016-11-22 13:00:00;2819.96;5032;19644.5;5763.5;65.5
2016-11-22 14:00:00;2759.3;5032;19722;5398;64.46
2016-11-22 15:00:00;1966.8;5035;19676;6042;65
2016-11-22 16:00:00;1309.95;5037;20049;7113;66
2016-11-22 17:00:00;1550.35;5037;20265.5;8438.5;67.49
2016-11-22 18:00:00;2075.77;5037;20134.5;8380.5;67.02
2016-11-22 19:00:00;3260.15;5037;19625.5;7810.5;66.41
2016-11-22 20:00:00;3576.24;5039;18537;7298;64.58
2016-11-22 21:00:00;2983.46;5037;16934.5;6667.5;59
2016-11-22 22:00:00;2758.02;5040;14659.5;6254.5;53.88
2016-11-22 23:00:00;2568.53;5041;13226.5;6140.5;55.95
2016-11-23 00:00:00;1582.4;5041;12454;6058;47.99
2016-11-23 01:00:00;1804.6;5041;11618.5;5913.5;44.56
2016-11-23 02:00:00;2124.38;5040;10871;6341;44
2016-11-23 03:00:00;2352.18;5040;10727.5;6041.5;43.19
2016-11-23 04:00:00;2333.93;5039;10737;7053;43.71
2016-11-23 05:00:00;2116.17;5040;11901.5;7431.5;46.98
2016-11-23 06:00:00;2168.07;5038;13782.5;9266.5;62.05
2016-11-23 07:00:00;2093.19;5040;15578;10121;63.76
2016-11-23 08:00:00;706.17;5043;16956;11179;64.1
2016-11-23 09:00:00;52.17;5043;17846.5;11625.5;63.53
2016-11-23 10:00:00;136.7;5041;18258;11556;62.99
2016-11-23 11:00:00;429.01;5037;18021.5;11383.5;59.07
2016-11-23 12:00:00;502.41;5041;17831.5;11322.5;58.98
2016-11-23 13:00:00;73.94;5043;17657;10626;58.5
2016-11-23 14:00:00;-863.54;5043;17524.5;11185.5;58.93
2016-11-23 15:00:00;-1155.68;5042;17535.5;11407.5;59
2016-11-23 16:00:00;-1023.88;5028;18102;11492;64.38
2016-11-23 17:00:00;514.54;4954;18258;11668;66.9
2016-11-23 18:00:00;1457.73;4987;18324;11099;65.65
2016-11-23 19:00:00;2253.46;5013;18370.5;10242.5;65.48
