"Datum (UTC)";"Import Saldo";"Kernenergie";"Nicht Erneuerbar";"Erneuerbar";"Day Ahead Auktion (ES)"
2018-05-29 19:00:00;3909.07;4055;13824.5;9581.5;66.5
2018-05-29 20:00:00;3181.03;4057;13901;8865;66.1
2018-05-29 21:00:00;1887.2;4057;13947.5;7604.5;65.81
2018-05-29 22:00:00;2397.68;4057;13145.5;6359.5;64.97
2018-05-29 23:00:00;1750.02;4057;13047;5717;64.29
2018-05-30 00:00:00;1668.11;4057;12548.5;5640.5;61.79
2018-05-30 01:00:00;1756.77;4058;12131.5;5657.5;60
2018-05-30 02:00:00;1779.35;4059;12061;5657;59.41
2018-05-30 03:00:00;1797.44;4059;12293.5;5687.5;61.79
2018-05-30 04:00:00;1983.64;4060;13028.5;6286.5;63.85
2018-05-30 05:00:00;2754.97;4059;14123.5;6641.5;65.94
2018-05-30 06:00:00;4013.39;4060;14271.5;7615.5;66.87
2018-05-30 07:00:00;3841.94;4060;14488.5;8532.5;67.67
2018-05-30 08:00:00;3367.24;4060;14841;9292;66.95
2018-05-30 09:00:00;3283.49;4060;14724;9937;67
2018-05-30 10:00:00;2215.31;4060;14617;11611;67.16
2018-05-30 11:00:00;1909.88;4059;14636;11922;66.79
2018-05-30 12:00:00;1373.38;4058;14567;11567;66.26
2018-05-30 13:00:00;2217.93;4059;14013.5;10573.5;65.95
2018-05-30 14:00:00;1860.35;4058;13684.5;11025.5;65.69
2018-05-30 15:00:00;1754.09;4057;13516;11128;64.97
2018-05-30 16:00:00;1408.71;4055;13583.5;10853.5;65.15
2018-05-30 17:00:00;2171.04;4053;13595;10159;65.79
2018-05-30 18:00:00;2938.58;4053;14047.5;9126.5;66.26
2018-05-30 19:00:00;3413.12;4054;14331;8932;66.81
2018-05-30 20:00:00;2281.4;4055;14587;8785;66.1
2018-05-30 21:00:00;1150.89;4055;14206.5;7748.5;65.15
2018-05-30 22:00:00;1251.78;4056;12656;7514;63.77
2018-05-30 23:00:00;1149.06;4057;11500;7401;54.95
2018-05-31 00:00:00;984.92;4056;11011.5;7380.5;55.85
2018-05-31 01:00:00;1022.93;4057;10745.5;7361.5;55.43
2018-05-31 02:00:00;864.09;4058;10927.5;7297.5;55.43
2018-05-31 03:00:00;1310.74;4059;11121.5;6941.5;57.8
2018-05-31 04:00:00;1947.02;4058;11657.5;6992.5;63.24
2018-05-31 05:00:00;3125.23;4058;12698.5;6729.5;63.82
2018-05-31 06:00:00;3485.93;4058;13574.5;8026.5;64.97
2018-05-31 07:00:00;3320.53;4058;13783;9314;64.63
2018-05-31 08:00:00;3353.77;4057;13537.5;9891.5;63.99
2018-05-31 09:00:00;3162.16;4057;13691.5;10404.5;64.01
2018-05-31 10:00:00;3247.77;4056;13554.5;11202.5;64.6
2018-05-31 11:00:00;3059.21;4055;13257.5;11584.5;64.67
2018-05-31 12:00:00;2812.52;4055;13491;10755;63.82
2018-05-31 13:00:00;2713.2;4056;13474.5;10330.5;63.47
2018-05-31 14:00:00;2786.82;4055;13368.5;10052.5;63.29
2018-05-31 15:00:00;2770.78;4055;13328;9876;63.01
2018-05-31 16:00:00;2739.38;4055;13339;9555;63.01
2018-05-31 17:00:00;2821.16;4055;13582;9212;63.82
2018-05-31 18:00:00;3474.46;4055;13660.5;8703.5;65.54
2018-05-31 19:00:00;4024.84;4053;14003.5;8387.5;67
2018-05-31 20:00:00;3265.41;4055;14143.5;8128.5;66.69
2018-05-31 21:00:00;1963.58;4056;14130;7127;64.97
2018-05-31 22:00:00;2241.44;4056;13167.5;6389.5;65.61
2018-05-31 23:00:00;1804.11;4057;12623;5916;64.82
2018-06-01 00:00:00;1752.78;4056;11860;5733;63.35
2018-06-01 01:00:00;1790.97;4057;11630;5781;63.04
2018-06-01 02:00:00;1883.27;4059;11650;5662;62.69
2018-06-01 03:00:00;2031.26;4059;11737.5;5572.5;62.4
2018-06-01 04:00:00;2201.11;4060;12709.5;5944.5;64.97
2018-06-01 05:00:00;3391.72;4060;13229.5;6410.5;64.97
2018-06-01 06:00:00;3982.38;4060;13436.5;7619.5;66.13
2018-06-01 07:00:00;3661.73;4060;13315;9295;66.26
2018-06-01 08:00:00;3388.43;4060;13179.5;10562.5;65.95
2018-06-01 09:00:00;2800.44;4060;13356;11476;65.08
2018-06-01 10:00:00;3225.49;4058;12962.5;11746.5;65.08
2018-06-01 11:00:00;3401.35;4057;12551;12057;64.97
2018-06-01 12:00:00;2969.19;4057;12001.5;12157.5;62.86
2018-06-01 13:00:00;2909.74;4056;11515.5;12028.5;60.52
2018-06-01 14:00:00;2746.19;4055;11422.5;11787.5;60
2018-06-01 15:00:00;2858.49;4053;11382.5;11643.5;59.85
2018-06-01 16:00:00;3238.44;4052;10926;11302;59.72
2018-06-01 17:00:00;3465.64;4053;10685;11487;60.75
2018-06-01 18:00:00;4031.82;4054;10802.5;11372.5;62.81
2018-06-01 19:00:00;4346.05;4056;11746;9896;64.14
2018-06-01 20:00:00;4041.77;4057;12237;8618;63.04
2018-06-01 21:00:00;3224.1;4058;11373.5;8208.5;60.16
2018-06-01 22:00:00;3148.67;4059;10438.5;8110.5;60.69
2018-06-01 23:00:00;2706.81;4059;10242.5;7676.5;59.74
2018-06-02 00:00:00;1991.51;4059;10371.5;7176.5;59.3
2018-06-02 01:00:00;1989.97;4060;10183.5;6741.5;58.33
2018-06-02 02:00:00;1973.19;4060;10442.5;6380.5;58
2018-06-02 03:00:00;2005.26;4061;10398.5;6168.5;57.07
2018-06-02 04:00:00;2163.12;4061;10310;5871;56.64
2018-06-02 05:00:00;2533.06;4060;10273.5;5915.5;56.64
2018-06-02 06:00:00;3571.17;4061;10451;6420;57.13
2018-06-02 07:00:00;4083.57;4060;10571;7746;63.61
2018-06-02 08:00:00;3968.94;4059;10615;9093;64.97
2018-06-02 09:00:00;3686.9;4058;10129.5;10526.5;64.97
2018-06-02 10:00:00;3507.43;4058;10115;11043;64.97
2018-06-02 11:00:00;3469.64;4058;10204;11040;64.97
2018-06-02 12:00:00;3190.78;4058;10309.5;10812.5;62.86
2018-06-02 13:00:00;2453.19;4058;9460;10678;58.64
2018-06-02 14:00:00;2397.28;4065;8797.5;10817.5;55
2018-06-02 15:00:00;2599.65;4136;9095.5;10135.5;54.54
2018-06-02 16:00:00;3132.14;4204;8949.5;9371.5;56.13
2018-06-02 17:00:00;3396.58;4270;9075.5;8921.5;61
2018-06-02 18:00:00;4062.59;4297;9575;8424;64.29
2018-06-02 19:00:00;4162.27;4317;10517.5;8207.5;66
2018-06-02 20:00:00;3900.75;4372;10972;7809;66
2018-06-02 21:00:00;3095.88;4418;10414;7439;65.71
2018-06-02 22:00:00;2380.62;4438;9263;7850;64.97
2018-06-02 23:00:00;1142.82;4457;9028.5;7999.5;64.93
2018-06-03 00:00:00;920.06;4520;8882.5;7441.5;62.86
2018-06-03 01:00:00;787.55;4579;8649.5;7114.5;61.37
2018-06-03 02:00:00;884.25;4635;8551;6867;56.64
2018-06-03 03:00:00;964.22;4644;8365;6693;52
2018-06-03 04:00:00;743.71;4645;8181;6689;50.2
2018-06-03 05:00:00;804.97;4650;8012.5;6886.5;49.95
2018-06-03 06:00:00;1164.96;4647;8368;7454;50
2018-06-03 07:00:00;1285.25;4647;8473.5;8306.5;53.01
2018-06-03 08:00:00;1133.31;4648;8548.5;9714.5;55
2018-06-03 09:00:00;1029.11;4648;8372.5;10424.5;54.64
2018-06-03 10:00:00;670.05;4647;8302;11066;53.13
2018-06-03 11:00:00;670.17;4645;8046.5;11886.5;52.04
2018-06-03 12:00:00;438.32;4644;8269;11996;52.51
2018-06-03 13:00:00;126.79;4645;7978;11829;49.71
2018-06-03 14:00:00;125.98;4636;7818.5;12014.5;46.97
2018-06-03 15:00:00;6.48;4642;7662;12159;46.87
2018-06-03 16:00:00;933.14;4643;7501;12055;46.75
2018-06-03 17:00:00;1154.42;4644;7303.5;11676.5;49
2018-06-03 18:00:00;2180.83;4642;7797.5;10519.5;51.5
2018-06-03 19:00:00;2360.07;4646;9113;9899;63.03
2018-06-03 20:00:00;2382.34;4647;9817.5;9931.5;64.97
2018-06-03 21:00:00;1757.61;4645;9511.5;9184.5;61.79
2018-06-03 22:00:00;1772.07;4648;8535.5;8460.5;55.69
2018-06-03 23:00:00;1375.1;4647;7968.5;8256.5;51.94
2018-06-04 00:00:00;1170.92;4645;7931;8275;49.95
2018-06-04 01:00:00;1212.23;4646;8026;8151;49.66
2018-06-04 02:00:00;1511.68;4647;8076.5;7933.5;49
2018-06-04 03:00:00;1674.72;4647;8497.5;7762.5;49.89
2018-06-04 04:00:00;2318.26;4646;9093.5;7768.5;55
2018-06-04 05:00:00;3053.92;4647;10207.5;8213.5;61.01
2018-06-04 06:00:00;4196.69;4645;10781.5;9092.5;63.01
2018-06-04 07:00:00;4168.12;4647;10752;10402;63.35
2018-06-04 08:00:00;3333.95;4647;10901;11901;62.8
2018-06-04 09:00:00;3321.29;4647;10804.5;12483.5;61.79
2018-06-04 10:00:00;3234.15;4646;10761;13114;61.97
2018-06-04 11:00:00;3373.27;4647;10807.5;12939.5;61.29
2018-06-04 12:00:00;2917.96;4646;10540;12786;58.67
2018-06-04 13:00:00;2944.35;4616;10028;12663;56
2018-06-04 14:00:00;2915.61;4560;9800;12835;55
2018-06-04 15:00:00;3295.29;4501;9959;12351;56.07
2018-06-04 16:00:00;2375.03;4496;10479.5;12241.5;58.27
2018-06-04 17:00:00;2920.04;4493;10720.5;11547.5;61.79
2018-06-04 18:00:00;3831.08;4494;11254;10644;61.17
2018-06-04 19:00:00;5155.98;4495;11223;9954;64.53
2018-06-04 20:00:00;4255.87;4497;11076.5;9738.5;63.79
2018-06-04 21:00:00;2487.13;4485;10559.5;9454.5;58.51
2018-06-04 22:00:00;2393.03;4409;9913;8813;53.22
2018-06-04 23:00:00;1752.94;4319;9762;8299;52.33
2018-06-05 00:00:00;1735.7;4229;9593;7992;51
2018-06-05 01:00:00;1898.95;4169;9413;7695;50.17
2018-06-05 02:00:00;1881.59;4121;9564;7465;50.01
2018-06-05 03:00:00;2171.69;4064;9780.5;7397.5;50.79
2018-06-05 04:00:00;2609.17;4057;10672.5;7490.5;53.13
2018-06-05 05:00:00;3477.76;4057;11691.5;7863.5;58.01
2018-06-05 06:00:00;4526.77;4057;11751.5;9071.5;62.8
2018-06-05 07:00:00;4743.35;4058;11807;10286;63.9
2018-06-05 08:00:00;4174.27;4057;11718.5;11394.5;63.79
2018-06-05 09:00:00;2983.78;4057;11777.5;13075.5;62.8
2018-06-05 10:00:00;3841.9;998;5319;5901;62.86
2018-06-05 11:00:00;4721.4;4057;11815.5;11419.5;62.87
2018-06-05 12:00:00;4235.79;4057;11834.5;10898.5;62.8
2018-06-05 13:00:00;3947.17;4055;11842;10787;60
2018-06-05 14:00:00;4051.9;4054;11755.5;10396.5;60
2018-06-05 15:00:00;3800.72;4055;11821.5;10572.5;60
2018-06-05 16:00:00;3260.76;4055;11900.5;10618.5;59.46
2018-06-05 17:00:00;3719.58;4054;11875;10302;62.7
2018-06-05 18:00:00;4813.43;4055;11874;9788;62.07
2018-06-05 19:00:00;5098.7;4056;11854;10059;64
2018-06-05 20:00:00;4945.22;4057;11788;9276;63
2018-06-05 21:00:00;3518.58;4057;11683;8252;59
2018-06-05 22:00:00;3345.69;4057;10622;7716;62.03
2018-06-05 23:00:00;2275.44;4055;10533;7624;61.33
2018-06-06 00:00:00;2170.48;4056;10544.5;7127.5;58.02
2018-06-06 01:00:00;2212.28;4057;10571.5;6736.5;56.64
2018-06-06 02:00:00;2396.52;4057;10456;6777;56.64
2018-06-06 03:00:00;2534.74;4057;10597;6580;57.52
2018-06-06 04:00:00;3369.18;4057;11226.5;6627.5;62.21
2018-06-06 05:00:00;4520.49;4057;11838;7050;64.93
2018-06-06 06:00:00;4615.49;4057;12832.5;8491.5;65.35
2018-06-06 07:00:00;4583.54;4056;12945.5;9597.5;65.65
2018-06-06 08:00:00;4844.75;4054;12850.5;10078.5;65.11
2018-06-06 09:00:00;4682.71;4053;12896.5;10258.5;65
2018-06-06 10:00:00;4275.44;4053;13016.5;10956.5;65.19
2018-06-06 11:00:00;4385.32;4055;12895.5;10702.5;65
2018-06-06 12:00:00;4091.54;4056;12744.5;10189.5;64.13
2018-06-06 13:00:00;3249.72;4055;12615.5;10234.5;62.86
2018-06-06 14:00:00;3376.32;4054;12352.5;10022.5;62.8
2018-06-06 15:00:00;3685.16;4054;12045.5;9987.5;62.79
2018-06-06 16:00:00;3828.8;4054;11861.5;9783.5;61.25
2018-06-06 17:00:00;4074.04;4054;12155.5;9297.5;63.31
2018-06-06 18:00:00;4672.31;4069;12198.5;9119.5;62.79
2018-06-06 19:00:00;5088.18;4149;12527;8805;64.4
2018-06-06 20:00:00;4596.57;4183;12549.5;8315.5;63.35
2018-06-06 21:00:00;3496.95;4220;12003.5;7324.5;62
2018-06-06 22:00:00;2696.71;4310;11464;7310;61.03
2018-06-06 23:00:00;1800.72;4378;11354.5;7010.5;60.96
2018-06-07 00:00:00;1786.5;4429;10980;6684;59.47
2018-06-07 01:00:00;1513.56;4546;11074;6711;56.64
2018-06-07 02:00:00;1480.05;4639;10956.5;6740.5;56.64
2018-06-07 03:00:00;1556.33;4725;10702.5;7002.5;56
2018-06-07 04:00:00;2309.16;4792;10815.5;7260.5;58.21
2018-06-07 05:00:00;3443.03;4824;10941;8085;60.96
2018-06-07 06:00:00;3826.49;4854;11720;9064;64.06
2018-06-07 07:00:00;3787.34;4882;11967.5;9971.5;65.2
2018-06-07 08:00:00;3448.72;4911;12135.5;10617.5;64.6
2018-06-07 09:00:00;3319.84;4939;12071;11124;64.6
2018-06-07 10:00:00;3581.8;4969;11637.5;11621.5;64.67
2018-06-07 11:00:00;3790.84;4997;11551.5;11541.5;63.73
2018-06-07 12:00:00;3469.85;5026;11499.5;11049.5;63.02
2018-06-07 13:00:00;3320.32;5041;11342;10707;62.99
2018-06-07 14:00:00;2202.69;5040;11879;11212;64
2018-06-07 15:00:00;2383.26;5040;11823.5;11023.5;64.29
2018-06-07 16:00:00;3209.17;5038;11812;9776;64.6
2018-06-07 17:00:00;3666.83;5041;11930;9345;65.51
2018-06-07 18:00:00;3930.85;5042;12310.5;9093.5;65.57
2018-06-07 19:00:00;3980.18;5047;12342.5;9546.5;65.96
2018-06-07 20:00:00;3818.24;5047;12374;8596;65.77
2018-06-07 21:00:00;3113.18;5045;12199.5;7114.5;64.6
2018-06-07 22:00:00;2609.71;5045;11816;6618;62.8
2018-06-07 23:00:00;1904.01;5047;11616;6327;62.01
2018-06-08 00:00:00;1861.57;5049;11308;5748;61.55
2018-06-08 01:00:00;1774.14;5051;11235.5;5472.5;60
2018-06-08 02:00:00;1782.23;5051;11293.5;5477.5;58.12
2018-06-08 03:00:00;1919.37;5051;11388;5651;58.31
2018-06-08 04:00:00;2043.55;5049;11806.5;6189.5;60.09
2018-06-08 05:00:00;3425.07;5052;11827;6924;61.6
2018-06-08 06:00:00;4075.08;5056;11968.5;8310.5;63.06
2018-06-08 07:00:00;4374.79;5046;11945.5;9342.5;64.6
2018-06-08 08:00:00;4164.53;5035;11923.5;10329.5;64.67
2018-06-08 09:00:00;4180.78;5053;11856;10916;64.6
2018-06-08 10:00:00;4155.1;5056;11822.5;11415.5;64.6
2018-06-08 11:00:00;4110.48;5057;11727;11505;63.5
2018-06-08 12:00:00;3498.55;5057;11387.5;11357.5;62.8
2018-06-08 13:00:00;3112.1;5057;10962;11588;61.55
2018-06-08 14:00:00;2931.7;5054;11047;11657;61.01
2018-06-08 15:00:00;2882.94;5053;11079.5;11254.5;61.01
2018-06-08 16:00:00;2947.79;5054;10741.5;10866.5;60.96
2018-06-08 17:00:00;3315.2;5055;11032.5;10465.5;61.9
2018-06-08 18:00:00;3505.01;5057;11412;9801;62.79
2018-06-08 19:00:00;4027.86;5058;11645.5;9270.5;63.5
2018-06-08 20:00:00;3509.25;5058;11538;9196;62.91
2018-06-08 21:00:00;2639.26;5058;11129.5;8684.5;61.9
2018-06-08 22:00:00;2247.64;5059;10020;8782;62.19
2018-06-08 23:00:00;1600.03;5057;9557.5;8495.5;61.1
2018-06-09 00:00:00;1219.75;5058;9207.5;8220.5;61.1
2018-06-09 01:00:00;1177.12;5058;9184.5;7681.5;61.1
2018-06-09 02:00:00;1252.9;5059;9108;7432;60.78
2018-06-09 03:00:00;1279.91;5059;9041;7255;59.59
2018-06-09 04:00:00;1240.71;5059;8968;7084;58.05
2018-06-09 05:00:00;1280.02;5059;8973.5;7132.5;56.47
2018-06-09 06:00:00;1988.09;5058;9175.5;8143.5;56.48
2018-06-09 07:00:00;2917.64;5058;9383;9141;60.96
2018-06-09 08:00:00;3286.65;5056;9556.5;10052.5;61.5
2018-06-09 09:00:00;3183.02;5056;9448.5;10619.5;61.03
2018-06-09 10:00:00;2951.06;5055;9153.5;11455.5;59.53
2018-06-09 11:00:00;2669.66;5055;8994;12137;59.59
2018-06-09 12:00:00;2150.09;5054;8513.5;12348.5;59.59
2018-06-09 13:00:00;1813.7;5055;7857.5;11976.5;53.1
2018-06-09 14:00:00;1377.31;5053;7654;11883;51.1
2018-06-09 15:00:00;1419.4;5052;7341.5;11903.5;50.34
2018-06-09 16:00:00;2093.54;5051;7032.5;11733.5;51.93
2018-06-09 17:00:00;2420.21;5052;7808;11250;56.07
2018-06-09 18:00:00;3070.7;5053;8251.5;10582.5;59.5
2018-06-09 19:00:00;3849.2;5054;8526;10204;62.78
2018-06-09 20:00:00;3755.28;5055;8795.5;9874.5;63.51
2018-06-09 21:00:00;2632.62;5057;8880.5;9200.5;62.79
2018-06-09 22:00:00;2480.94;5059;8286;8568;58.01
2018-06-09 23:00:00;1503.9;5059;8346.5;8067.5;57.12
2018-06-10 00:00:00;1404.11;5060;7863.5;7790.5;52.9
2018-06-10 01:00:00;1269.33;5060;7846.5;7396.5;52.97
2018-06-10 02:00:00;1502.89;5059;7484.5;7011.5;51.7
2018-06-10 03:00:00;1488.07;5059;7514;6725;51.62
2018-06-10 04:00:00;1173.17;5060;7776;6528;51.2
2018-06-10 05:00:00;1495.15;5059;7302.5;6437.5;50
2018-06-10 06:00:00;2030.61;5059;7655.5;6670.5;51.45
2018-06-10 07:00:00;2451.08;5059;8271.5;7235.5;53.5
2018-06-10 08:00:00;2326.14;5056;8331;8893;58.1
2018-06-10 09:00:00;2214.93;5056;8153.5;9973.5;59.01
2018-06-10 10:00:00;2069.7;5056;8142.5;10498.5;60
2018-06-10 11:00:00;1943.99;5056;7960.5;10983.5;60.6
2018-06-10 12:00:00;1582.91;5056;7918;11366;60.9
2018-06-10 13:00:00;1661.48;5055;7563.5;10586.5;60
2018-06-10 14:00:00;1609.69;5054;7009.5;10770.5;55
2018-06-10 15:00:00;1644.51;5053;6730.5;10840.5;52
2018-06-10 16:00:00;2189.71;5052;6444;10493;49.64
2018-06-10 17:00:00;2251.54;5051;7191.5;10119.5;51.49
2018-06-10 18:00:00;3230.29;5051;7717.5;9414.5;56.46
2018-06-10 19:00:00;3082.47;5051;8617.5;9736.5;62.62
2018-06-10 20:00:00;3099.5;5050;8920;10031;63.3
2018-06-10 21:00:00;2202.9;5052;8895.5;9124.5;62.16
2018-06-10 22:00:00;2085.67;5053;8269;8140;56.47
2018-06-10 23:00:00;1407.24;5054;7801.5;7813.5;54.9
2018-06-11 00:00:00;1119.16;5055;7410.5;7743.5;51.43
2018-06-11 01:00:00;739.15;5055;7425.5;7835.5;51.43
2018-06-11 02:00:00;834.45;5055;7501.5;7735.5;51.07
2018-06-11 03:00:00;1540.44;5056;7385;7635;51.67
2018-06-11 04:00:00;1952.93;5056;8499;8182;57.12
2018-06-11 05:00:00;2799.75;5055;9636.5;9066.5;59
2018-06-11 06:00:00;2631.94;5054;9934;11457;62.17
2018-06-11 07:00:00;2690.3;5052;10023.5;12619.5;63.04
2018-06-11 08:00:00;3273.91;5051;10035;12789;63.24
2018-06-11 09:00:00;2128.9;5050;10202;14473;63.44
2018-06-11 10:00:00;3348.26;5052;10093;13743;63.24
2018-06-11 11:00:00;3529.85;5052;10191;13326;63.04
2018-06-11 12:00:00;3364.29;5051;10250;12555;62.1
2018-06-11 13:00:00;3231.13;5051;9794.5;12546.5;60.87
2018-06-11 14:00:00;3194.32;5050;9640.5;12414.5;60.51
2018-06-11 15:00:00;3551.35;5051;9647.5;12081.5;60.2
2018-06-11 16:00:00;3720.85;5052;9542;11424;59.62
2018-06-11 17:00:00;4082.78;5054;9611;11240;59.09
2018-06-11 18:00:00;4615.22;5055;9576.5;11106.5;60.51
2018-06-11 19:00:00;5173.34;5055;9763;10818;62.78
2018-06-11 20:00:00;3659.87;5057;9948;11188;60.59
2018-06-11 21:00:00;2764.29;5059;9415.5;9906.5;58.37
2018-06-11 22:00:00;2815.16;5059;7559.5;10488.5;56.09
2018-06-11 23:00:00;1928.06;5060;7328;10277;52.01
2018-06-12 00:00:00;2034.64;5061;7348.5;9499.5;51.92
2018-06-12 01:00:00;1850.15;5061;7305;9323;51.42
2018-06-12 02:00:00;1876.08;5062;7238.5;9224.5;51.18
2018-06-12 03:00:00;2009.68;5063;7224.5;9382.5;51.48
2018-06-12 04:00:00;2000.81;5063;7894.5;10199.5;55.14
2018-06-12 05:00:00;3297.86;5062;8249;10982;55.02
2018-06-12 06:00:00;4200.69;5062;8429;11982;60.11
2018-06-12 07:00:00;3794.37;5061;8570.5;13513.5;60.51
2018-06-12 08:00:00;3278.44;5060;8648;14603;60.11
2018-06-12 09:00:00;2652.37;5059;8669.5;15759.5;60.11
2018-06-12 10:00:00;2614.38;5058;8413;16378;60.11
2018-06-12 11:00:00;2546.59;5057;8006;16901;59
2018-06-12 12:00:00;2079.68;5056;7494.5;17056.5;55.41
2018-06-12 13:00:00;1807.49;5055;7080.5;17339.5;51.5
2018-06-12 14:00:00;1904.49;5053;6788;17471;50.98
2018-06-12 15:00:00;1932.99;5052;7221.5;16800.5;51.62
2018-06-12 16:00:00;1017.8;5052;7373;17001;52.93
2018-06-12 17:00:00;1215.19;5052;7431;16631;54.08
2018-06-12 18:00:00;2743.3;5051;7253.5;15818.5;52.78
2018-06-12 19:00:00;3741.81;5051;7682.5;15027.5;58.39
2018-06-12 20:00:00;3333.76;5053;7677;14453;55.15
2018-06-12 21:00:00;2146.69;5053;7172.5;13631.5;50.66
2018-06-12 22:00:00;1711.52;5053;6678;12958;50.38
2018-06-12 23:00:00;725.19;5054;6802.5;12459.5;51
2018-06-13 00:00:00;721.94;5054;6483;12266;50
2018-06-13 01:00:00;718.25;5054;6423.5;12133.5;48
2018-06-13 02:00:00;684.22;5055;6507.5;12009.5;48
2018-06-13 03:00:00;662.87;5056;6483.5;12064.5;49.65
2018-06-13 04:00:00;1045.07;5056;6941.5;12412.5;51.94
2018-06-13 05:00:00;2739.18;5055;7527;12531;54.05
2018-06-13 06:00:00;2581.3;5055;7727.5;14452.5;55.77
2018-06-13 07:00:00;2323.93;5055;7769.5;15792.5;55.2
2018-06-13 08:00:00;1760.77;5055;7517.5;16611.5;54.94
2018-06-13 09:00:00;1358.02;5055;7514.5;17508.5;55
2018-06-13 10:00:00;1661.13;5054;7624;17652;53.29
2018-06-13 11:00:00;1701.13;5053;7952;18114;54.05
2018-06-13 12:00:00;1646.69;5051;7721;17610;55
2018-06-13 13:00:00;1912.33;5049;7297.5;17331.5;53.85
2018-06-13 14:00:00;2058.05;5048;7251.5;17147.5;53.01
2018-06-13 15:00:00;2132.02;5047;7149.5;17110.5;52.7
2018-06-13 16:00:00;2037.87;5048;7228;16508;52.7
2018-06-13 17:00:00;2440.66;5049;7526;15925;54.94
2018-06-13 18:00:00;2692.62;5048;7837;15649;53.73
2018-06-13 19:00:00;3738.59;5048;8030.5;14611.5;55.09
2018-06-13 20:00:00;3243.24;5050;8166.5;14168.5;54.53
2018-06-13 21:00:00;2231.2;5050;7863;12993;51.71
2018-06-13 22:00:00;2294.42;5051;7465.5;12221.5;57.26
2018-06-13 23:00:00;1405.44;5052;7298;11889;57.05
2018-06-14 00:00:00;1264.96;5053;7033.5;11542.5;55.09
2018-06-14 01:00:00;1199.16;5055;6910;11188;54.98
2018-06-14 02:00:00;1456.04;5054;6824.5;10940.5;54.87
2018-06-14 03:00:00;1693.32;5054;7121.5;10667.5;55.09
2018-06-14 04:00:00;2373.55;5053;7599;10767;57.39
2018-06-14 05:00:00;3723.21;5052;7941.5;11174.5;54.98
2018-06-14 06:00:00;4770.62;5051;7710;12395;56.65
2018-06-14 07:00:00;4952.58;5051;7548.5;13552.5;58.75
2018-06-14 08:00:00;4306.55;5050;7631;14527;58.54
2018-06-14 09:00:00;3859.46;5049;7758.5;15457.5;58.5
2018-06-14 10:00:00;4019.31;5048;7900.5;15636.5;59.51
2018-06-14 11:00:00;4185.53;5047;7815;15790;59.29
2018-06-14 12:00:00;3777.63;5045;7582.5;15721.5;58.75
2018-06-14 13:00:00;3884.08;5044;7470;15237;59.67
2018-06-14 14:00:00;3894.49;5043;7761;15031;59.67
2018-06-14 15:00:00;3934.23;5042;7790.5;14983.5;59.67
2018-06-14 16:00:00;3900.97;5042;7879.5;14442.5;58.7
2018-06-14 17:00:00;3896.23;5042;8174;13718;57.02
2018-06-14 18:00:00;4460.19;5042;8638.5;12701.5;58.7
2018-06-14 19:00:00;5444.35;5044;8731;12158;60.11
2018-06-14 20:00:00;4970.08;5045;8728;11869;59.67
2018-06-14 21:00:00;3399.2;5047;8739.5;11178.5;58.24
2018-06-14 22:00:00;2870.29;5047;8141.5;10982.5;56.89
2018-06-14 23:00:00;2290.76;5048;7967;10233;57.38
2018-06-15 00:00:00;2181.09;5048;7828.5;9258.5;56.47
2018-06-15 01:00:00;2012.81;5048;7565;9139;55.19
2018-06-15 02:00:00;2021.6;5049;7124.5;9119.5;55.2
2018-06-15 03:00:00;2227.81;5051;7286.5;9154.5;56.89
2018-06-15 04:00:00;2450.72;5051;7563.5;10129.5;56.74
2018-06-15 05:00:00;3747.75;5051;8210;10664;59.92
2018-06-15 06:00:00;3173.24;5051;8963;12754;61.9
2018-06-15 07:00:00;3054.37;5051;8959;14088;61.76
2018-06-15 08:00:00;3127.26;5050;9004;14617;60.67
2018-06-15 09:00:00;3428.23;5047;8680;15298;60.46
2018-06-15 10:00:00;3590.79;5047;8648;15734;60.89
2018-06-15 11:00:00;3540.23;5047;8615.5;15838.5;60.54
2018-06-15 12:00:00;3340.69;5046;8285.5;15434.5;59.5
2018-06-15 13:00:00;3036.98;5045;7964.5;15418.5;57.51
2018-06-15 14:00:00;2999.27;5044;7773.5;15470.5;56.23
2018-06-15 15:00:00;3478.16;5044;7482.5;15250.5;56.69
2018-06-15 16:00:00;2946.37;5044;7538;15236;56.23
2018-06-15 17:00:00;2878.96;5043;7561;15030;56.35
2018-06-15 18:00:00;3586.25;5045;7779;13830;56.1
2018-06-15 19:00:00;4517.2;5047;7909;12294;56.49
2018-06-15 20:00:00;4057.71;5049;7975.5;12307.5;56.53
2018-06-15 21:00:00;2919.43;5051;7454;12114;53.12
2018-06-15 22:00:00;2290.77;5050;7047.5;11821.5;51.84
2018-06-15 23:00:00;1660.82;5050;6986.5;11164.5;51.22
2018-06-16 00:00:00;974.85;5051;6959.5;10764.5;51.4
2018-06-16 01:00:00;830.62;5052;6804.5;10309.5;51.1
2018-06-16 02:00:00;1359.67;5052;6913;9315;51.6
2018-06-16 03:00:00;1467.48;5053;6893.5;8936.5;51.4
2018-06-16 04:00:00;1466.67;5053;6953;8818;54
2018-06-16 05:00:00;2436.18;5055;6804;8526;51.63
2018-06-16 06:00:00;3358.14;5053;7088.5;9358.5;52.06
2018-06-16 07:00:00;2945.31;5053;6943;12230;52.19
2018-06-16 08:00:00;2683.74;5052;7117;13943;54.02
