time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150606:0110,0.0,0.0,0.0,0.0,0.0,20.2,1.52,0.0
20150606:0210,0.0,0.0,0.0,0.0,0.0,19.65,1.52,0.0
20150606:0310,0.0,0.0,0.0,0.0,0.0,18.95,1.59,0.0
20150606:0410,7.41,0.0,20.0,0.0,5.91,18.52,1.72,0.0
20150606:0510,103.75,45.03,105.69,0.0,14.87,19.76,1.45,0.0
20150606:0610,266.79,242.67,112.73,0.01,24.38,23.8,1.66,0.0
20150606:0710,388.75,340.47,161.1,0.01,34.11,23.89,1.72,0.0
20150606:0810,512.86,514.55,152.43,0.01,43.66,25.91,2.0,0.0
20150606:0910,598.27,636.44,155.66,0.01,52.46,27.48,2.0,0.0
20150606:1010,645.97,712.77,160.81,0.01,59.48,28.74,1.66,0.0
20150606:1110,671.75,746.4,162.88,0.01,63.02,29.75,2.21,0.0
20150606:1210,95.11,0.0,136.99,0.0,61.66,27.51,3.86,0.0
20150606:1310,225.59,3.02,293.98,0.0,56.0,25.95,3.72,0.0
20150606:1410,493.32,367.4,273.67,0.01,47.85,26.8,2.69,0.0
20150606:1510,422.74,347.4,201.34,0.01,38.55,27.11,2.62,0.0
20150606:1610,277.87,173.89,192.97,0.01,28.85,27.08,2.48,0.0
20150606:1710,173.93,127.67,117.64,0.0,19.2,26.68,2.34,0.0
20150606:1810,35.41,3.85,57.96,0.0,9.95,26.05,1.66,0.0
20150606:1910,0.0,0.0,0.0,0.0,0.0,24.58,2.9,0.0
20150606:2010,0.0,0.0,0.0,0.0,0.0,23.44,2.83,0.0
20150606:2110,0.0,0.0,0.0,0.0,0.0,22.38,2.9,0.0
20150606:2210,0.0,0.0,0.0,0.0,0.0,21.35,3.03,0.0
20150606:2310,0.0,0.0,0.0,0.0,0.0,20.4,3.1,0.0
20150607:0010,0.0,0.0,0.0,0.0,0.0,19.51,2.97,0.0
20150607:0110,0.0,0.0,0.0,0.0,0.0,18.63,2.9,0.0
20150607:0210,0.0,0.0,0.0,0.0,0.0,18.0,2.9,0.0
20150607:0310,0.0,0.0,0.0,0.0,0.0,17.53,2.9,0.0
20150607:0410,10.99,0.92,24.98,0.0,5.97,17.43,2.83,0.0
20150607:0510,98.66,34.26,106.76,0.0,14.92,17.48,3.24,0.0
20150607:0610,247.12,161.11,155.74,0.0,24.42,17.81,3.38,0.0
20150607:0710,410.6,361.48,149.1,0.01,34.15,18.42,3.03,0.0
20150607:0810,533.51,505.48,158.43,0.01,43.71,19.52,3.31,0.0
20150607:0910,623.41,613.25,170.69,0.01,52.52,20.48,3.45,0.0
20150607:1010,680.95,699.63,169.84,0.01,59.55,21.78,3.31,0.0
20150607:1110,705.25,761.5,153.85,0.01,63.12,23.74,3.1,0.0
20150607:1210,690.52,748.34,153.84,0.01,61.77,25.02,2.97,0.0
20150607:1310,645.43,690.42,149.74,0.01,56.11,26.07,3.17,0.0
20150607:1410,536.69,481.12,211.67,0.01,47.96,26.47,3.31,0.0
20150607:1510,451.59,420.68,160.33,0.01,38.65,26.57,3.38,0.0
20150607:1610,285.21,181.88,190.96,0.01,28.95,26.22,3.52,0.0
20150607:1710,128.68,38.6,141.86,0.0,19.3,25.72,3.52,0.0
20150607:1810,21.9,0.0,42.0,0.0,10.05,24.93,3.38,0.0
20150607:1910,0.0,0.0,0.0,0.0,0.0,23.57,3.38,0.0
20150607:2010,0.0,0.0,0.0,0.0,0.0,22.61,3.79,0.0
20150607:2110,0.0,0.0,0.0,0.0,0.0,21.93,4.0,0.0
20150607:2210,0.0,0.0,0.0,0.0,0.0,21.27,3.86,0.0
20150607:2310,0.0,0.0,0.0,0.0,0.0,20.72,3.93,0.0
20150608:0010,0.0,0.0,0.0,0.0,0.0,20.17,3.79,0.0
20150608:0110,0.0,0.0,0.0,0.0,0.0,19.37,3.52,0.0
20150608:0210,0.0,0.0,0.0,0.0,0.0,18.67,3.38,0.0
20150608:0310,0.0,0.0,0.0,0.0,0.0,18.04,3.59,0.0
20150608:0410,0.0,0.0,5.0,0.0,6.01,17.19,3.66,0.0
20150608:0510,6.26,0.0,18.0,0.0,14.96,16.63,3.79,0.0
20150608:0610,15.58,0.0,32.0,0.0,24.46,16.84,4.07,0.0
20150608:0710,50.25,0.0,75.99,0.0,34.18,13.95,3.72,0.0
20150608:0810,37.22,0.0,60.0,0.0,43.75,14.21,3.66,0.0
20150608:0910,107.22,0.0,143.99,0.0,52.57,14.88,3.86,0.0
20150608:1010,95.81,0.0,130.99,0.0,59.62,15.49,3.59,0.0
20150608:1110,166.73,0.0,214.98,0.0,63.21,16.47,3.72,0.0
20150608:1210,167.69,0.0,216.98,0.0,61.87,17.41,3.79,0.0
20150608:1310,166.29,0.0,215.98,0.0,56.21,18.23,4.07,0.0
20150608:1410,355.61,82.53,359.17,0.01,48.06,18.44,4.21,0.0
20150608:1510,376.23,189.75,276.24,0.01,38.75,18.86,4.28,0.0
20150608:1610,328.96,260.83,151.96,0.01,29.05,18.7,3.93,0.0
20150608:1710,177.89,113.82,125.66,0.0,19.4,18.82,3.86,0.0
20150608:1810,31.98,1.93,52.98,0.0,10.15,18.59,3.38,0.0
20150608:1910,0.0,0.0,0.0,0.0,0.0,17.99,3.86,0.0
20150608:2010,0.0,0.0,0.0,0.0,0.0,17.37,3.66,0.0
20150608:2110,0.0,0.0,0.0,0.0,0.0,16.89,3.52,0.0
20150608:2210,0.0,0.0,0.0,0.0,0.0,16.34,3.31,0.0
20150608:2310,0.0,0.0,0.0,0.0,0.0,16.01,3.24,0.0
20150609:0010,0.0,0.0,0.0,0.0,0.0,15.79,3.17,0.0
20150609:0110,0.0,0.0,0.0,0.0,0.0,15.89,3.38,0.0
20150609:0210,0.0,0.0,0.0,0.0,0.0,15.77,3.59,0.0
20150609:0310,0.0,0.0,0.0,0.0,0.0,15.48,3.86,0.0
20150609:0410,14.61,0.92,29.98,0.0,6.06,15.1,3.79,0.0
20150609:0510,62.67,3.91,87.97,0.0,15.0,14.76,3.72,0.0
20150609:0610,63.32,0.0,91.99,0.0,24.49,14.63,3.86,0.0
20150609:0710,171.54,7.01,210.99,0.0,34.22,13.92,3.86,0.0
20150609:0810,260.07,23.11,298.02,0.0,43.78,14.17,4.0,0.0
20150609:0910,333.02,41.28,366.07,0.01,52.61,14.76,4.69,0.0
20150609:1010,124.12,0.0,163.99,0.0,59.68,15.69,5.38,0.0
20150609:1110,104.92,0.0,141.99,0.0,63.29,16.42,5.31,0.0
20150609:1210,117.37,0.0,156.99,0.0,61.96,16.9,4.97,0.0
20150609:1310,84.79,0.0,118.99,0.0,56.31,17.94,5.24,0.0
20150609:1410,248.18,12.08,300.0,0.0,48.15,18.01,4.9,0.0
20150609:1510,106.28,0.0,144.99,0.0,38.84,18.64,5.03,0.0
20150609:1610,96.22,0.0,132.99,0.0,29.14,18.53,4.76,0.0
20150609:1710,64.63,0.99,93.99,0.0,19.49,18.15,4.14,0.0
20150609:1810,33.67,1.93,54.98,0.0,10.25,17.82,3.66,0.0
20150609:1910,0.0,0.0,0.0,0.0,0.0,17.03,3.52,0.0
20150609:2010,0.0,0.0,0.0,0.0,0.0,16.63,3.1,0.0
20150609:2110,0.0,0.0,0.0,0.0,0.0,16.33,2.97,0.0
20150609:2210,0.0,0.0,0.0,0.0,0.0,16.02,2.9,0.0
20150609:2310,0.0,0.0,0.0,0.0,0.0,15.7,3.03,0.0
20150610:0010,0.0,0.0,0.0,0.0,0.0,15.32,3.17,0.0
20150610:0110,0.0,0.0,0.0,0.0,0.0,14.83,3.03,0.0
20150610:0210,0.0,0.0,0.0,0.0,0.0,14.43,2.83,0.0
20150610:0310,0.0,0.0,0.0,0.0,0.0,14.02,2.83,0.0
20150610:0410,11.21,0.92,24.98,0.0,6.09,13.95,3.03,0.0
20150610:0510,41.23,0.0,65.0,0.0,15.03,14.14,3.1,0.0
20150610:0610,130.15,9.94,160.97,0.0,24.52,14.59,3.59,0.0
20150610:0710,167.41,6.01,208.99,0.0,34.24,15.78,3.79,0.0
20150610:0810,152.77,0.0,198.98,0.0,43.81,16.94,3.72,0.0
20150610:0910,182.35,0.0,234.98,0.0,52.65,17.98,3.66,0.0
20150610:1010,131.82,0.0,175.99,0.0,59.74,19.06,3.52,0.0
20150610:1110,193.28,0.0,249.98,0.0,63.37,19.53,3.24,0.0
20150610:1210,230.13,1.01,293.98,0.0,62.05,19.94,3.17,0.0
20150610:1310,333.05,39.3,382.08,0.01,56.4,20.63,3.31,0.0
20150610:1410,152.04,0.0,201.98,0.0,48.24,21.1,3.24,0.0
20150610:1510,239.04,30.12,277.02,0.0,38.93,21.44,3.17,0.0
20150610:1610,255.48,109.92,217.97,0.0,29.23,21.15,2.97,0.0
20150610:1710,87.82,5.94,118.97,0.0,19.58,20.87,2.9,0.0
20150610:1810,28.14,0.96,48.99,0.0,10.33,20.38,2.62,0.0
20150610:1910,0.0,0.0,0.0,0.0,0.0,19.72,1.79,0.0
20150610:2010,0.0,0.0,0.0,0.0,0.0,18.88,1.86,0.0
20150610:2110,0.0,0.0,0.0,0.0,0.0,18.22,1.93,0.0
20150610:2210,0.0,0.0,0.0,0.0,0.0,17.46,1.93,0.0
20150610:2310,0.0,0.0,0.0,0.0,0.0,16.33,1.93,0.0
20150611:0010,0.0,0.0,0.0,0.0,0.0,15.26,1.93,0.0
20150611:0110,0.0,0.0,0.0,0.0,0.0,14.6,1.86,0.0
20150611:0210,0.0,0.0,0.0,0.0,0.0,14.2,2.07,0.0
20150611:0310,0.0,0.0,0.0,0.0,0.0,14.16,2.14,0.0
20150611:0410,5.14,0.0,16.0,0.0,6.12,14.1,2.07,0.0
20150611:0510,88.42,19.57,105.86,0.0,15.05,15.05,1.79,0.0
20150611:0610,269.53,217.74,127.71,0.01,24.54,16.94,2.34,0.0
20150611:0710,413.28,377.42,140.08,0.01,34.26,19.01,2.41,0.0
20150611:0810,522.58,487.31,170.43,0.01,43.84,20.47,2.55,0.0
20150611:0910,458.36,208.41,374.49,0.01,52.69,21.65,2.48,0.0
20150611:1010,590.12,444.52,318.98,0.01,59.79,22.81,2.21,0.0
20150611:1110,589.04,406.42,360.03,0.01,63.43,23.03,2.0,0.0
20150611:1210,603.91,467.91,321.07,0.01,62.13,23.53,1.93,0.0
20150611:1310,538.48,369.86,334.86,0.01,56.48,24.26,1.52,0.0
20150611:1410,474.79,317.02,301.61,0.01,48.32,24.75,1.45,0.0
20150611:1510,422.65,331.29,213.33,0.01,39.02,24.82,2.14,0.0
20150611:1610,315.32,243.83,163.96,0.01,29.31,24.42,3.31,0.0
20150611:1710,185.34,137.58,117.62,0.0,19.66,23.75,3.72,0.0
20150611:1810,46.21,9.64,66.89,0.0,10.42,22.9,3.31,0.0
20150611:1910,0.0,0.0,0.0,0.0,0.0,22.51,2.28,0.0
20150611:2010,0.0,0.0,0.0,0.0,0.0,21.09,2.48,0.0
20150611:2110,0.0,0.0,0.0,0.0,0.0,20.0,2.48,0.0
20150611:2210,0.0,0.0,0.0,0.0,0.0,19.11,2.21,0.0
20150611:2310,0.0,0.0,0.0,0.0,0.0,18.12,2.0,0.0
20150612:0010,0.0,0.0,0.0,0.0,0.0,17.11,1.86,0.0
20150612:0110,0.0,0.0,0.0,0.0,0.0,16.18,1.86,0.0
20150612:0210,0.0,0.0,0.0,0.0,0.0,15.49,1.86,0.0
20150612:0310,0.0,0.0,0.0,0.0,0.0,14.78,1.72,0.0
20150612:0410,20.58,5.51,35.87,0.0,6.14,14.39,1.52,0.0
20150612:0510,123.99,80.24,97.5,0.0,15.07,15.78,1.17,0.0
20150612:0610,263.51,210.77,131.71,0.01,24.55,18.65,1.31,0.0
20150612:0710,406.28,377.4,140.08,0.01,34.28,20.06,1.1,0.0
20150612:0810,517.4,516.43,152.41,0.01,43.85,22.37,1.1,0.0
20150612:0910,599.93,638.31,155.64,0.01,52.71,24.6,1.1,0.0
20150612:1010,642.47,701.53,169.82,0.01,59.83,26.54,0.9,0.0
20150612:1110,666.6,778.52,143.79,0.01,63.5,28.19,0.69,0.0
20150612:1210,644.88,724.03,170.88,0.01,62.21,29.13,0.62,0.0
20150612:1310,588.37,606.67,204.87,0.01,56.56,29.87,0.55,0.0
20150612:1410,321.2,70.45,358.14,0.01,48.4,29.36,1.38,0.0
20150612:1510,286.46,79.31,299.09,0.01,39.09,28.29,2.21,0.0
20150612:1610,80.12,0.0,118.99,0.0,29.39,27.54,0.34,0.0
20150612:1710,15.36,0.0,33.0,0.0,19.74,27.19,0.62,0.0
20150612:1810,4.72,0.0,16.0,0.0,10.5,27.02,0.21,0.0
20150612:1910,0.0,0.0,0.0,0.0,0.0,22.69,1.86,0.0
20150612:2010,0.0,0.0,0.0,0.0,0.0,22.06,0.9,0.0
20150612:2110,0.0,0.0,0.0,0.0,0.0,21.66,0.62,0.0
20150612:2210,0.0,0.0,0.0,0.0,0.0,20.48,1.1,0.0
20150612:2310,0.0,0.0,0.0,0.0,0.0,19.25,1.45,0.0
20150613:0010,0.0,0.0,0.0,0.0,0.0,19.02,1.1,0.0
20150613:0110,0.0,0.0,0.0,0.0,0.0,19.21,0.9,0.0
20150613:0210,0.0,0.0,0.0,0.0,0.0,18.49,1.03,0.0
20150613:0310,0.0,0.0,0.0,0.0,0.0,17.79,1.17,0.0
20150613:0410,1.32,0.0,9.0,0.0,6.16,17.35,1.24,0.0
20150613:0510,53.56,1.96,79.98,0.0,15.08,18.16,0.9,0.0
20150613:0610,89.81,0.99,125.99,0.0,24.56,20.01,0.69,0.0
20150613:0710,179.67,11.01,223.99,0.0,34.29,20.27,2.14,0.0
20150613:0810,224.67,12.06,278.0,0.0,43.87,21.06,2.62,0.0
20150613:0910,193.22,1.01,250.98,0.0,52.73,21.53,3.45,0.0
20150613:1010,476.9,178.4,423.5,0.01,59.86,21.96,4.14,0.0
20150613:1110,451.77,129.08,444.38,0.01,63.55,23.28,4.48,0.0
20150613:1210,279.22,10.08,349.0,0.01,62.28,23.6,4.41,0.0
20150613:1310,410.45,112.87,411.3,0.01,56.64,24.44,4.21,0.0
20150613:1410,378.34,120.77,363.26,0.01,48.48,24.78,3.93,0.0
20150613:1510,436.62,353.37,203.33,0.01,39.17,24.64,3.38,0.0
20150613:1610,292.38,186.87,192.96,0.01,29.46,24.68,2.9,0.0
20150613:1710,179.59,122.74,125.65,0.0,19.82,24.38,2.41,0.0
20150613:1810,68.22,53.99,63.47,0.0,10.57,23.85,1.93,0.0
20150613:1910,0.0,0.0,0.0,0.0,0.0,22.74,1.45,0.0
20150613:2010,0.0,0.0,0.0,0.0,0.0,20.89,1.31,0.0
20150613:2110,0.0,0.0,0.0,0.0,0.0,19.37,1.45,0.0
20150613:2210,0.0,0.0,0.0,0.0,0.0,18.24,1.52,0.0
20150613:2310,0.0,0.0,0.0,0.0,0.0,17.39,1.52,0.0
20150614:0010,0.0,0.0,0.0,0.0,0.0,16.72,1.52,0.0
20150614:0110,0.0,0.0,0.0,0.0,0.0,16.44,1.31,0.0
20150614:0210,0.0,0.0,0.0,0.0,0.0,15.82,1.31,0.0
20150614:0310,0.0,0.0,0.0,0.0,0.0,14.5,1.59,0.0
20150614:0410,27.81,27.58,34.4,0.0,6.18,13.79,1.72,0.0
20150614:0510,126.57,88.06,93.47,0.0,15.09,15.25,1.31,0.0
20150614:0610,164.61,33.8,182.92,0.0,24.57,18.54,1.45,0.0
20150614:0710,388.55,318.32,175.08,0.01,34.29,20.02,1.38,0.0
20150614:0810,504.31,460.13,186.44,0.01,43.87,21.45,1.31,0.0
20150614:0910,585.94,557.74,205.73,0.01,52.75,22.77,1.38,0.0
20150614:1010,660.11,702.51,168.81,0.01,59.89,23.96,1.66,0.0
20150614:1110,688.04,764.37,153.83,0.01,63.6,25.01,1.66,0.0
20150614:1210,683.82,767.36,143.78,0.01,62.34,25.87,1.93,0.0
20150614:1310,647.82,735.64,124.64,0.01,56.71,26.58,1.93,0.0
20150614:1410,566.33,598.79,144.55,0.01,48.55,26.91,2.07,0.0
20150614:1510,464.54,470.81,134.29,0.01,39.24,27.01,2.14,0.0
20150614:1610,326.61,286.8,142.96,0.01,29.53,26.79,2.14,0.0
20150614:1710,188.86,151.46,112.61,0.0,19.89,26.32,2.41,0.0
20150614:1810,55.36,20.25,71.78,0.0,10.65,25.39,2.41,0.0
20150614:1910,0.0,0.0,0.0,0.0,0.0,24.12,2.55,0.0
20150614:2010,0.0,0.0,0.0,0.0,0.0,22.86,3.24,0.0
20150614:2110,0.0,0.0,0.0,0.0,0.0,21.76,3.45,0.0
20150614:2210,0.0,0.0,0.0,0.0,0.0,20.89,3.24,0.0
20150614:2310,0.0,0.0,0.0,0.0,0.0,20.22,3.24,0.0
20150615:0010,0.0,0.0,0.0,0.0,0.0,19.47,3.1,0.0
20150615:0110,0.0,0.0,0.0,0.0,0.0,18.66,2.9,0.0
20150615:0210,0.0,0.0,0.0,0.0,0.0,18.09,2.62,0.0
20150615:0310,0.0,0.0,0.0,0.0,0.0,17.5,2.41,0.0
20150615:0410,0.09,0.0,6.0,0.0,6.18,17.1,2.28,0.0
20150615:0510,83.15,15.65,103.89,0.0,15.09,17.33,2.41,0.0
20150615:0610,243.6,152.09,160.73,0.0,24.57,17.86,2.9,0.0
20150615:0710,408.51,356.34,153.07,0.01,34.29,19.03,3.03,0.0
20150615:0810,522.59,478.2,176.43,0.01,43.87,20.27,2.97,0.0
20150615:0910,568.97,460.07,261.77,0.01,52.75,21.63,2.97,0.0
20150615:1010,596.65,444.48,319.97,0.01,59.91,22.24,2.83,0.0
20150615:1110,666.73,610.07,250.07,0.01,63.64,22.54,2.9,0.0
20150615:1210,350.5,41.34,407.09,0.01,62.4,22.79,3.1,0.0
20150615:1310,546.07,345.65,348.83,0.01,56.77,22.52,3.38,0.0
20150615:1410,495.98,327.06,298.62,0.01,48.62,22.51,3.79,0.0
20150615:1510,290.91,71.27,299.08,0.01,39.31,22.34,4.0,0.0
20150615:1610,300.94,191.86,191.96,0.01,29.6,22.04,4.0,0.0
20150615:1710,186.2,126.71,125.64,0.0,19.96,21.5,3.93,0.0
20150615:1810,64.18,34.72,70.63,0.0,10.71,21.01,3.66,0.0
20150615:1910,0.0,0.0,0.0,0.0,0.0,20.54,3.1,0.0
20150615:2010,0.0,0.0,0.0,0.0,0.0,19.75,2.9,0.0
20150615:2110,0.0,0.0,0.0,0.0,0.0,19.31,2.83,0.0
20150615:2210,0.0,0.0,0.0,0.0,0.0,18.94,2.76,0.0
20150615:2310,0.0,0.0,0.0,0.0,0.0,18.34,2.55,0.0
20150616:0010,0.0,0.0,0.0,0.0,0.0,17.59,2.41,0.0
20150616:0110,0.0,0.0,0.0,0.0,0.0,17.18,2.34,0.0
20150616:0210,0.0,0.0,0.0,0.0,0.0,16.74,2.28,0.0
20150616:0310,0.0,0.0,0.0,0.0,0.0,16.41,2.28,0.0
20150616:0410,20.42,5.51,35.87,0.0,6.18,16.03,2.28,0.0
20150616:0510,133.42,108.59,84.41,0.0,15.09,16.12,2.41,0.0
20150616:0610,146.09,18.89,172.95,0.0,24.56,16.66,2.62,0.0
20150616:0710,308.52,128.12,257.03,0.01,34.28,17.4,2.69,0.0
20150616:0810,395.74,171.79,322.27,0.01,43.87,18.69,2.69,0.0
20150616:0910,460.87,202.35,376.47,0.01,52.76,19.88,2.97,0.0
20150616:1010,605.75,454.55,314.98,0.01,59.93,21.04,3.1,0.0
20150616:1110,690.84,668.55,215.01,0.01,63.67,21.67,3.38,0.0
20150616:1210,654.59,566.68,268.07,0.01,62.45,22.19,3.66,0.0
20150616:1310,624.7,556.25,236.91,0.01,56.83,22.49,3.79,0.0
20150616:1410,352.44,83.53,363.17,0.01,48.68,22.32,3.86,0.0
20150616:1510,286.25,66.25,298.07,0.01,39.37,22.12,4.0,0.0
20150616:1610,118.81,2.0,159.99,0.0,29.66,21.49,4.28,0.0
20150616:1710,87.38,4.95,118.98,0.0,20.02,20.65,4.41,0.0
20150616:1810,4.39,0.0,15.0,0.0,10.77,19.71,4.41,0.0
20150616:1910,0.0,0.0,0.0,0.0,0.0,18.03,4.34,0.0
20150616:2010,0.0,0.0,0.0,0.0,0.0,16.97,4.41,0.0
20150616:2110,0.0,0.0,0.0,0.0,0.0,16.18,4.14,0.0
20150616:2210,0.0,0.0,0.0,0.0,0.0,15.34,3.72,0.0
20150616:2310,0.0,0.0,0.0,0.0,0.0,14.57,3.31,0.0
20150617:0010,0.0,0.0,0.0,0.0,0.0,13.94,3.1,0.0
20150617:0110,0.0,0.0,0.0,0.0,0.0,13.32,2.9,0.0
20150617:0210,0.0,0.0,0.0,0.0,0.0,12.73,2.76,0.0
20150617:0310,0.0,0.0,0.0,0.0,0.0,12.19,2.55,0.0
20150617:0410,27.28,21.13,36.51,0.0,6.18,11.79,2.34,0.0
20150617:0510,139.07,121.3,77.39,0.0,15.08,12.28,2.34,0.0
20150617:0610,288.3,259.42,103.7,0.01,24.55,13.44,2.62,0.0
20150617:0710,434.54,414.37,117.06,0.01,34.27,14.59,2.69,0.0
20150617:0810,546.69,536.45,139.38,0.01,43.86,16.18,2.28,0.0
20150617:0910,633.24,650.32,147.61,0.01,52.75,17.65,2.07,0.0
20150617:1010,678.88,702.47,169.81,0.01,59.94,18.97,1.79,0.0
20150617:1110,692.6,722.99,180.92,0.01,63.7,20.05,1.45,0.0
20150617:1210,687.39,754.22,152.81,0.01,62.5,21.04,1.1,0.0
20150617:1310,641.15,671.12,167.78,0.01,56.88,21.87,1.31,0.0
20150617:1410,531.05,451.84,233.67,0.01,48.73,22.39,1.45,0.0
20150617:1510,374.01,203.78,276.25,0.01,39.42,22.53,1.45,0.0
20150617:1610,261.38,117.92,220.96,0.01,29.72,22.36,1.72,0.0
20150617:1710,100.77,9.9,131.96,0.0,20.07,22.1,1.86,0.0
20150617:1810,59.19,22.19,73.76,0.0,10.83,21.68,1.93,0.0
20150617:1910,0.0,0.0,0.0,0.0,0.0,20.46,1.31,0.0
20150617:2010,0.0,0.0,0.0,0.0,0.0,19.1,1.1,0.0
20150617:2110,0.0,0.0,0.0,0.0,0.0,17.9,1.31,0.0
20150617:2210,0.0,0.0,0.0,0.0,0.0,16.28,1.86,0.0
20150617:2310,0.0,0.0,0.0,0.0,0.0,16.08,2.14,0.0
20150618:0010,0.0,0.0,0.0,0.0,0.0,16.0,2.34,0.0
20150618:0110,0.0,0.0,0.0,0.0,0.0,16.47,2.48,0.0
20150618:0210,0.0,0.0,0.0,0.0,0.0,17.08,2.76,0.0
20150618:0310,0.0,0.0,0.0,0.0,0.0,17.25,3.03,0.0
20150618:0410,4.45,0.0,15.0,0.0,6.17,17.38,3.1,0.0
20150618:0510,37.43,0.0,61.0,0.0,15.07,17.16,2.97,0.0
20150618:0610,20.63,0.0,39.0,0.0,24.54,16.87,2.83,0.0
20150618:0710,123.56,0.0,163.99,0.0,34.26,15.87,3.1,0.0
20150618:0810,84.58,0.0,117.99,0.0,43.85,15.93,3.17,0.0
20150618:0910,109.03,0.0,146.99,0.0,52.75,16.02,3.1,0.0
20150618:1010,297.67,15.12,357.01,0.01,59.94,16.45,2.55,0.0
20150618:1110,136.47,0.0,179.99,0.0,63.72,16.86,2.97,0.0
20150618:1210,180.83,0.0,232.98,0.0,62.53,17.03,2.41,0.0
20150618:1310,85.57,0.0,119.99,0.0,56.93,17.31,2.41,0.0
20150618:1410,138.39,0.0,182.99,0.0,48.78,17.61,2.62,0.0
20150618:1510,209.77,12.05,256.0,0.0,39.48,17.75,2.41,0.0
20150618:1610,270.25,121.92,219.96,0.01,29.77,18.16,2.41,0.0
20150618:1710,135.45,34.65,147.88,0.0,20.12,18.27,2.41,0.0
20150618:1810,52.25,12.55,70.87,0.0,10.88,18.38,2.28,0.0
20150618:1910,0.0,0.0,5.0,0.0,2.36,18.4,2.07,0.0
20150618:2010,0.0,0.0,0.0,0.0,0.0,17.4,2.62,0.0
20150618:2110,0.0,0.0,0.0,0.0,0.0,16.28,3.24,0.0
20150618:2210,0.0,0.0,0.0,0.0,0.0,15.38,3.52,0.0
20150618:2310,0.0,0.0,0.0,0.0,0.0,14.3,3.31,0.0
20150619:0010,0.0,0.0,0.0,0.0,0.0,13.5,2.9,0.0
20150619:0110,0.0,0.0,0.0,0.0,0.0,12.74,2.62,0.0
20150619:0210,0.0,0.0,0.0,0.0,0.0,12.35,2.41,0.0
20150619:0310,0.0,0.0,0.0,0.0,0.0,12.1,2.28,0.0
20150619:0410,0.12,0.0,6.0,0.0,6.15,11.6,2.07,0.0
20150619:0510,130.5,92.92,91.44,0.0,15.05,11.97,1.86,0.0
20150619:0610,93.42,0.99,125.99,0.0,24.52,12.92,2.69,0.0
20150619:0710,73.73,0.0,103.99,0.0,34.24,13.26,2.41,0.0
20150619:0810,85.4,0.0,117.99,0.0,43.83,13.55,2.0,0.0
20150619:0910,360.14,64.43,380.13,0.01,52.73,14.9,2.41,0.0
20150619:1010,506.4,214.67,414.59,0.01,59.94,15.88,2.34,0.0
20150619:1110,175.82,0.0,225.98,0.0,63.74,16.51,3.24,0.0
20150619:1210,65.06,0.0,94.99,0.0,62.56,16.87,3.38,0.0
20150619:1310,75.91,0.0,107.99,0.0,56.97,16.72,3.38,0.0
20150619:1410,176.97,0.0,227.98,0.0,48.83,17.07,3.1,0.0
20150619:1510,121.84,0.0,162.99,0.0,39.52,17.26,2.97,0.0
20150619:1610,80.62,0.0,113.99,0.0,29.82,17.35,2.9,0.0
20150619:1710,59.16,0.0,87.99,0.0,20.17,17.11,2.41,0.0
20150619:1810,41.28,3.86,62.96,0.0,10.92,16.66,2.21,0.0
20150619:1910,1.81,0.77,9.8,0.0,2.4,14.98,2.07,0.0
20150619:2010,0.0,0.0,0.0,0.0,0.0,14.32,1.93,0.0
20150619:2110,0.0,0.0,0.0,0.0,0.0,13.88,1.66,0.0
20150619:2210,0.0,0.0,0.0,0.0,0.0,13.5,1.59,0.0
20150619:2310,0.0,0.0,0.0,0.0,0.0,13.06,1.38,0.0
20150620:0010,0.0,0.0,0.0,0.0,0.0,12.61,1.45,0.0
20150620:0110,0.0,0.0,0.0,0.0,0.0,12.26,1.59,0.0
20150620:0210,0.0,0.0,0.0,0.0,0.0,12.15,1.86,0.0
20150620:0310,0.0,0.0,0.0,0.0,0.0,11.98,2.0,0.0
20150620:0410,17.7,2.75,32.94,0.0,6.13,11.46,2.21,0.0
20150620:0510,77.1,9.78,98.93,0.0,15.02,11.47,2.62,0.0
20150620:0610,78.68,0.0,108.99,0.0,24.49,11.54,3.03,0.0
20150620:0710,172.23,7.01,210.99,0.0,34.21,12.36,2.55,0.0
20150620:0810,161.19,0.0,205.98,0.0,43.8,13.27,2.83,0.0
20150620:0910,196.58,0.0,247.98,0.0,52.71,13.76,2.55,0.0
20150620:1010,296.72,14.11,354.01,0.01,59.93,14.55,2.34,0.0
20150620:1110,263.6,4.03,325.98,0.01,63.74,15.44,2.28,0.0
20150620:1210,226.56,1.01,285.98,0.0,62.59,16.43,2.28,0.0
20150620:1310,80.59,0.0,113.99,0.0,57.01,17.27,2.41,0.0
20150620:1410,275.35,22.14,325.02,0.01,48.87,17.67,2.28,0.0
20150620:1510,380.9,193.75,281.24,0.01,39.57,17.96,2.28,0.0
20150620:1610,180.94,22.98,210.98,0.0,29.86,17.89,2.34,0.0
20150620:1710,187.0,116.84,132.66,0.0,20.21,18.11,2.48,0.0
20150620:1810,44.52,5.79,65.94,0.0,10.96,17.76,1.79,0.0
20150620:1910,1.79,0.77,9.8,0.0,2.44,16.21,0.76,0.0
20150620:2010,0.0,0.0,0.0,0.0,0.0,15.97,0.34,0.0
20150620:2110,0.0,0.0,0.0,0.0,0.0,14.47,0.9,0.0
